"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2017","Co. Galway","All NACE economic sectors","Euro","550.69"
"Median Weekly Earnings","2017","Co. Galway","Construction (F)","Euro","556.04"
"Median Weekly Earnings","2017","Co. Galway","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","417.95"
"Median Weekly Earnings","2017","Co. Galway","Transportation and storage (H)","Euro","504.76"
"Median Weekly Earnings","2017","Co. Galway","Accommodation and food service activities (I)","Euro","324.83"
"Median Weekly Earnings","2017","Co. Galway","Information and communication (J)","Euro","817.51"
"Median Weekly Earnings","2017","Co. Galway","Professional, scientific and technical activities (M)","Euro","615.38"
"Median Weekly Earnings","2017","Co. Galway","Administrative and support service activities (N)","Euro","498.26"
"Median Weekly Earnings","2017","Co. Galway","Public administration and defence; compulsory social security (O)","Euro","766.18"
"Median Weekly Earnings","2017","Co. Galway","Education (P)","Euro","758.19"
"Median Weekly Earnings","2017","Co. Galway","Human health and social work activities (Q)","Euro","592.59"
"Median Weekly Earnings","2017","Co. Galway","Industry (B to E)","Euro","675.27"
"Median Weekly Earnings","2017","Co. Galway","Financial, insurance and real estate activities (K,L)","Euro","608.08"
"Median Weekly Earnings","2017","Co. Galway","Arts, entertainment, recreation and other service activities (R,S)","Euro","326.21"
"Median Weekly Earnings","2017","Co. Kildare","All NACE economic sectors","Euro","600.14"
"Median Weekly Earnings","2017","Co. Kildare","Construction (F)","Euro","635.44"
"Median Weekly Earnings","2017","Co. Kildare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","469.42"
"Median Weekly Earnings","2017","Co. Kildare","Transportation and storage (H)","Euro","624.03"
"Median Weekly Earnings","2017","Co. Kildare","Accommodation and food service activities (I)","Euro","307"
"Median Weekly Earnings","2017","Co. Kildare","Information and communication (J)","Euro","1047.12"
"Median Weekly Earnings","2017","Co. Kildare","Professional, scientific and technical activities (M)","Euro","692.27"
"Median Weekly Earnings","2017","Co. Kildare","Administrative and support service activities (N)","Euro","470.19"
"Median Weekly Earnings","2017","Co. Kildare","Public administration and defence; compulsory social security (O)","Euro","882.35"
"Median Weekly Earnings","2017","Co. Kildare","Education (P)","Euro","730.87"
"Median Weekly Earnings","2017","Co. Kildare","Human health and social work activities (Q)","Euro","594.41"
"Median Weekly Earnings","2017","Co. Kildare","Industry (B to E)","Euro","775.25"
"Median Weekly Earnings","2017","Co. Kildare","Financial, insurance and real estate activities (K,L)","Euro","836.13"
"Median Weekly Earnings","2017","Co. Kildare","Arts, entertainment, recreation and other service activities (R,S)","Euro","370.31"
"Median Weekly Earnings","2017","Co. Kilkenny","All NACE economic sectors","Euro","546.27"
"Median Weekly Earnings","2017","Co. Kilkenny","Construction (F)","Euro","596.05"
"Median Weekly Earnings","2017","Co. Kilkenny","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","398.46"
"Median Weekly Earnings","2017","Co. Kilkenny","Transportation and storage (H)","Euro","538.24"
"Median Weekly Earnings","2017","Co. Kilkenny","Accommodation and food service activities (I)","Euro","288.72"
"Median Weekly Earnings","2017","Co. Kilkenny","Information and communication (J)","Euro","768.28"
"Median Weekly Earnings","2017","Co. Kilkenny","Professional, scientific and technical activities (M)","Euro","576.92"
"Median Weekly Earnings","2017","Co. Kilkenny","Administrative and support service activities (N)","Euro","423.43"
"Median Weekly Earnings","2017","Co. Kilkenny","Public administration and defence; compulsory social security (O)","Euro","792.17"
"Median Weekly Earnings","2017","Co. Kilkenny","Education (P)","Euro","727.74"
"Median Weekly Earnings","2017","Co. Kilkenny","Human health and social work activities (Q)","Euro","594.11"
"Median Weekly Earnings","2017","Co. Kilkenny","Industry (B to E)","Euro","706.26"
"Median Weekly Earnings","2017","Co. Kilkenny","Financial, insurance and real estate activities (K,L)","Euro","661.23"
"Median Weekly Earnings","2017","Co. Kilkenny","Arts, entertainment, recreation and other service activities (R,S)","Euro","340.49"
"Median Weekly Earnings","2017","Co. Kerry","All NACE economic sectors","Euro","471.69"
"Median Weekly Earnings","2017","Co. Kerry","Construction (F)","Euro","535.9"
"Median Weekly Earnings","2017","Co. Kerry","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","364.91"
"Median Weekly Earnings","2017","Co. Kerry","Transportation and storage (H)","Euro","484.41"
"Median Weekly Earnings","2017","Co. Kerry","Accommodation and food service activities (I)","Euro","314.01"
"Median Weekly Earnings","2017","Co. Kerry","Information and communication (J)","Euro","719.59"
"Median Weekly Earnings","2017","Co. Kerry","Professional, scientific and technical activities (M)","Euro","567.88"
"Median Weekly Earnings","2017","Co. Kerry","Administrative and support service activities (N)","Euro","404.92"
"Median Weekly Earnings","2017","Co. Kerry","Public administration and defence; compulsory social security (O)","Euro","740.98"
"Median Weekly Earnings","2017","Co. Kerry","Education (P)","Euro","732.38"
"Median Weekly Earnings","2017","Co. Kerry","Human health and social work activities (Q)","Euro","516.08"
"Median Weekly Earnings","2017","Co. Kerry","Industry (B to E)","Euro","635.75"
"Median Weekly Earnings","2017","Co. Kerry","Financial, insurance and real estate activities (K,L)","Euro","538.21"
"Median Weekly Earnings","2017","Co. Kerry","Arts, entertainment, recreation and other service activities (R,S)","Euro","294.38"
"Median Weekly Earnings","2017","Co. Longford","All NACE economic sectors","Euro","497.48"
"Median Weekly Earnings","2017","Co. Longford","Construction (F)","Euro","540.63"
"Median Weekly Earnings","2017","Co. Longford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","357.28"
"Median Weekly Earnings","2017","Co. Longford","Transportation and storage (H)","Euro","506.42"
"Median Weekly Earnings","2017","Co. Longford","Accommodation and food service activities (I)","Euro","251.71"
"Median Weekly Earnings","2017","Co. Longford","Information and communication (J)","Euro","676.6"
"Median Weekly Earnings","2017","Co. Longford","Professional, scientific and technical activities (M)","Euro","573.72"
"Median Weekly Earnings","2017","Co. Longford","Administrative and support service activities (N)","Euro","436.98"
"Median Weekly Earnings","2017","Co. Longford","Public administration and defence; compulsory social security (O)","Euro","749.09"
"Median Weekly Earnings","2017","Co. Longford","Education (P)","Euro","720.83"
"Median Weekly Earnings","2017","Co. Longford","Human health and social work activities (Q)","Euro","500.47"
"Median Weekly Earnings","2017","Co. Longford","Industry (B to E)","Euro","576.1"
"Median Weekly Earnings","2017","Co. Longford","Financial, insurance and real estate activities (K,L)","Euro","574.12"
"Median Weekly Earnings","2017","Co. Longford","Arts, entertainment, recreation and other service activities (R,S)","Euro","260.22"
"Median Weekly Earnings","2017","Co. Louth","All NACE economic sectors","Euro","524.88"
"Median Weekly Earnings","2017","Co. Louth","Construction (F)","Euro","583.27"
"Median Weekly Earnings","2017","Co. Louth","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","422.13"
"Median Weekly Earnings","2017","Co. Louth","Transportation and storage (H)","Euro","580.94"
"Median Weekly Earnings","2017","Co. Louth","Accommodation and food service activities (I)","Euro","271.54"
"Median Weekly Earnings","2017","Co. Louth","Information and communication (J)","Euro","745.35"
"Median Weekly Earnings","2017","Co. Louth","Professional, scientific and technical activities (M)","Euro","550.34"
"Median Weekly Earnings","2017","Co. Louth","Administrative and support service activities (N)","Euro","441.02"
"Median Weekly Earnings","2017","Co. Louth","Public administration and defence; compulsory social security (O)","Euro","811.31"
"Median Weekly Earnings","2017","Co. Louth","Education (P)","Euro","713.63"
"Median Weekly Earnings","2017","Co. Louth","Human health and social work activities (Q)","Euro","567.59"
"Median Weekly Earnings","2017","Co. Louth","Industry (B to E)","Euro","609.8"
"Median Weekly Earnings","2017","Co. Louth","Financial, insurance and real estate activities (K,L)","Euro","642.96"
"Median Weekly Earnings","2017","Co. Louth","Arts, entertainment, recreation and other service activities (R,S)","Euro","313.6"
"Median Weekly Earnings","2017","Co. Limerick","All NACE economic sectors","Euro","542.34"
"Median Weekly Earnings","2017","Co. Limerick","Construction (F)","Euro","599.67"
"Median Weekly Earnings","2017","Co. Limerick","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","400"
"Median Weekly Earnings","2017","Co. Limerick","Transportation and storage (H)","Euro","557.98"
"Median Weekly Earnings","2017","Co. Limerick","Accommodation and food service activities (I)","Euro","302.94"
"Median Weekly Earnings","2017","Co. Limerick","Information and communication (J)","Euro","696.2"
"Median Weekly Earnings","2017","Co. Limerick","Professional, scientific and technical activities (M)","Euro","602.04"
"Median Weekly Earnings","2017","Co. Limerick","Administrative and support service activities (N)","Euro","468.02"
"Median Weekly Earnings","2017","Co. Limerick","Public administration and defence; compulsory social security (O)","Euro","798.4"
"Median Weekly Earnings","2017","Co. Limerick","Education (P)","Euro","734.33"
"Median Weekly Earnings","2017","Co. Limerick","Human health and social work activities (Q)","Euro","545.5"
"Median Weekly Earnings","2017","Co. Limerick","Industry (B to E)","Euro","812.5"
"Median Weekly Earnings","2017","Co. Limerick","Financial, insurance and real estate activities (K,L)","Euro","648.38"
"Median Weekly Earnings","2017","Co. Limerick","Arts, entertainment, recreation and other service activities (R,S)","Euro","316.12"
"Median Weekly Earnings","2017","Co. Leitrim","All NACE economic sectors","Euro","501.13"
"Median Weekly Earnings","2017","Co. Leitrim","Construction (F)","Euro","551.25"
"Median Weekly Earnings","2017","Co. Leitrim","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","348.85"
"Median Weekly Earnings","2017","Co. Leitrim","Transportation and storage (H)","Euro","476.46"
"Median Weekly Earnings","2017","Co. Leitrim","Accommodation and food service activities (I)","Euro","253.95"
"Median Weekly Earnings","2017","Co. Leitrim","Information and communication (J)","Euro","651.98"
"Median Weekly Earnings","2017","Co. Leitrim","Professional, scientific and technical activities (M)","Euro","509.09"
"Median Weekly Earnings","2017","Co. Leitrim","Administrative and support service activities (N)","Euro","465.3"
"Median Weekly Earnings","2017","Co. Leitrim","Public administration and defence; compulsory social security (O)","Euro","766.59"
"Median Weekly Earnings","2017","Co. Leitrim","Education (P)","Euro","786.87"
"Median Weekly Earnings","2017","Co. Leitrim","Human health and social work activities (Q)","Euro","528.89"
"Median Weekly Earnings","2017","Co. Leitrim","Industry (B to E)","Euro","606.52"
"Median Weekly Earnings","2017","Co. Leitrim","Financial, insurance and real estate activities (K,L)","Euro","618.13"
"Median Weekly Earnings","2017","Co. Leitrim","Arts, entertainment, recreation and other service activities (R,S)","Euro","248.29"
"Median Weekly Earnings","2017","Co. Laois","All NACE economic sectors","Euro","553.71"
"Median Weekly Earnings","2017","Co. Laois","Construction (F)","Euro","595.88"
"Median Weekly Earnings","2017","Co. Laois","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","417"
"Median Weekly Earnings","2017","Co. Laois","Transportation and storage (H)","Euro","591.43"
"Median Weekly Earnings","2017","Co. Laois","Accommodation and food service activities (I)","Euro","284.13"
"Median Weekly Earnings","2017","Co. Laois","Information and communication (J)","Euro","804.92"
"Median Weekly Earnings","2017","Co. Laois","Professional, scientific and technical activities (M)","Euro","573.62"
"Median Weekly Earnings","2017","Co. Laois","Administrative and support service activities (N)","Euro","463.44"
"Median Weekly Earnings","2017","Co. Laois","Public administration and defence; compulsory social security (O)","Euro","850.07"
"Median Weekly Earnings","2017","Co. Laois","Education (P)","Euro","726.36"
"Median Weekly Earnings","2017","Co. Laois","Human health and social work activities (Q)","Euro","597.58"
